Ragione Sociale;Tipo Organizzazione;Partita Iva O CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Descrizione O Brand;Sito;Forma Giuridica;Anno Costituzione;Settore;Attivita;Legale Cognome;Legale Nome;Legale Email;Legale Telefono;Data Convenzione;Scadenza Convenzione;Numero Protocollo
AVV. PASQUALE SCALAMBRINO;LIBERO PROFESSIONISTA;09740340964;VIA VITTORIO EMANUELE II, 26;MONZA;20900;MB;ITALIA;;;;;69.10.1;;;;Legale/Notarile;;SCALAMBRINO;PASQUALE;;;;;
AVV. ROSA ALBA NUNZIATA;LIBERO PROFESSIONISTA;NNZRLB73H70I690A;VIA SAN GOTTARDO N. 91;MONZA;20900;MB;ITALIA;039361402;INFO@STUDIOLEGALENUNZIATA.IT;;;3057430963;;;;Legale/Notarile;;NUNZIATA;ROSA ALBA;INFO@STUDIOLEGALENUNZIATA.IT;039361402;;;
AVV. ZANINETTI CHRISTIAN;LIBERO PROFESSIONISTA;9460030969;VIA CANOVA ,28;MONZA;20900;MB;ITALIA;; christian.zaninetti@gmail.com;69.10.10;Attività degli studi legali;ATTIVITA' DEGLI;;;;;;ZANINETTI;CHRISTIAN;christian.zaninetti@gmail.com;039-2328039;10-01-2018;10-01-2019;6736/B4C
AXALTA COATING SYSTEMS ITALY SRL;AZIENDA;07881570969;VIA ROMA 80;CAVENAGO DI BRIANZA;20873;MB;ITALIA;02 9542 4560;ROBERTO.VERTEMATI@AXALTA.COM;46.75.02;Commercio all'ingrosso di prodotti chimici per l'industria;;;;;Contabilità;;BRIOSCHI;MARCO STEFANO;;;03-12-2018;03-12-2019;6819/b4c
AZ. AGICOLA REDAELLI MASSIMO E ROBERTO;AZIENDA;00743500969;VIA CADUTI PER LA PATRIA 62;LESMO;20855;MB;ITALIA;3471482651 3356645448;aziendaredaelli@libero.it;01.5;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI: ATTIVITÀ MISTA;;;;;Agricoltura/silvicoltura;;REDAELLI;MASSIMO;;3356645448;19-04-2021;20-04-2022;
AZ. AGRICOLA "CASCINA RAMPINA" DI MAURI FABRIZIO;AZIENDA;03110850132;VIA DONATELLO 5;MONTICELLO BRIANZA;23876;LC;ITALIA;3898342936;gnam@cascinarampina.it;01.5;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI: ATTIVITÀ MISTA;;https://cascinarampina.it/;;;Agricoltura/silvicoltura;;MAURI;FABRIZIO;;;;;
AZ. AGRICOLA "FATTORIA LAGHETTO" DI CASATI MARCO;AZIENDA;00780320131;VIA LAGHETTO N°2;MERATE;23807;LC;ITALIA;3351724065   3381078057;FATTR66@fattorialaghetto.191.it;01.4;ALLEVAMENTO DI ANIMALI;;http://lnx.fattorialaghetto.com/;;;Agricoltura/silvicoltura;;CASATI;MARCO;FATTOR66@fattorialaghetto.191.it;3351724065;;;
AZ. AGRICOLA "LA SERRA" F.LLI RADAELLI;AZIENDA;00946710969;VIA RIMEMBRANZE 45;Vedano al Lambro;20854;MB;ITALIA;0392494266;laserra_radaelli@tiscali.it;01.13;Coltivazione di ortaggi e meloni, radici e tuberi;;;SNC;;Agricoltura/silvicoltura;;RADAELLI;ELISABETTA;;;;;
AZ. AGRICOLA ACETAIA ROSSI BARATTINI PAOLO;AZIENDA;02905050361;VIA O. VECCHI 39;MODENA;41124;MO;ITALIA;335/8425571;info@balsamicodop.it;11.04;Produzione di altre bevande fermentate non distillate;;;;;Industrie alimentari/bevande/tabacco;;ROSSI BARATTINI;PAOLO;;;06-06-2018;05-06-2019;3230/b4c
AZ. AGRICOLA AGRITURISMO "FERDY" DI QUARTERONI FERDINANDO;AZIENDA;02124590163;LOCALITÀ FIENILI SNC;LENNA;24010;BG;ITALIA;034582235;info@agriturismoferdy.com;01.5;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI: ATTIVITÀ MISTA;;www.agriturismoferdy.com;;;Agricoltura/silvicoltura;AGRICOLA;QUARTERIONI;FERDINANDO;info@agriturismoferdy.com;3356612046;22-03-2021;22-03-2022;1097/U
AZ. AGRICOLA E AGRITURISMO LA CAMILLA;AZIENDA;3059710966;VIA DANTE 267, 20863 CONCOREZZO;MONZA;20900;MB;ITALIA;039647289;virginia@lacamilla.it;55.20.52;Attività di alloggio connesse alle aziende agricole;;;;;Alberghi e ristoranti;;BASSETTI;GABRIELLA;veronica@lacamilla.it ;039647289;02-03-2021;01-03-2022;1306/U
AZ. AGRICOLA E AGRITURISMO VERDE PIÙ;AZIENDA;09078470961;CASCINA TALLONI;MUGGIO';20835;MB;ITALIA;3383866521;cascinatalloni.nadia@gmail.com;55.20.52;Attività di alloggio connesse alle aziende agricole;;;;;Agricoltura/silvicoltura;;POZZI;IVANO;cascinatalloni.nadia@gmail.com;3358069497;;;
AZ. AGRICOLA FORTUNA;AZIENDA;05277830963;VIA SANTA RITA SNC;VIMERCATE;20871;MB;ITALIA;0396080619        3466194746;luciacima@tecnogardenservice.com;01.11.4;Coltivazioni miste di cereali, legumi da granella e semi oleosi;;http://www.lapatatabianca.it;;;Agricoltura/silvicoltura;;CIMA;LUCIA ERMINIA;luciacima@tecnogardenservice.com;;05-07-2021;04-07-2022;2384/U
AZ. AGRICOLA GAETANO BESANA;AZIENDA;02432850135;VIA GALBUSERA BIANCA N°2 LA VALLETTA BRIANZA;SIRTORI;23896;LC;ITALIA;39570351;;;;01.25.00;;;;Agricoltura/silvicoltura;;BESANA;GAETANO PAOLO;;;;;
AZ. AGRICOLA GILARDELLI MARIO S.S. DI MARCO E ROSSANA GILARDELLI;AZIENDA;00903170967;VIA DE GASPERI 109;AGRATE BRIANZA;20864;MB;ITALIA;039.652450;az.agr.gilardelli@gmail.com;01.1;COLTIVAZIONE DI COLTURE AGRICOLE NON PERMANENTI;;;;;Agricoltura/silvicoltura;;GILARDELLI;ROSSANA;az.agr.gilardelli@gmail.com;3925461567;;;
AZ. AGRICOLA LONDONI FRANCESCO;AZIENDA;00989500145;VIA VALGELLA38 A;TEGLIO;23036;SO;ITALIA;;londoniivo@gmail.com;01;COLTIVAZIONI AGRICOLE E PRODUZIONE DI PRODOTTI ANIMALI, CACCIA E SERVIZI CONNESSI;;;;;;;LONDONI;FRANCESCO;londoniivo@gmail.com;;08-06-2021;12-06-2022;2049 U
AZ. AGRICOLA MANTEGAZZA CESARE;AZIENDA;04679170151;VIA DON GIULIO SPADA 34;CAMBIAGO;20040;MI;ITALIA;3452950318;claudiamantegazza@hotmail.it;01.5;;;;;;Agricoltura/silvicoltura;;MANTEGAZZA;CESARE;;;30-05-2018;29-05-2019;2926/b4c
AZ. AGRICOLA MAZZIERI MAURO;AZIENDA;02640900961;VIA CASCINA MALCANTONE N°21;CONCOREZZO;20863;MB;ITALIA;0396049160;mazzierigarden@tiscali.it;;;;;;;Agricoltura/silvicoltura;;MAZZIERI;MAURO;;;25-05-2018;24-05-2019;2839/b4c
AZ. AGRICOLA SAN GIUDA;AZIENDA;0923043096;VIA MINCIO 2;MILANO;20131;MI;ITALIA;375 6165737;info@fattoriasangiuda.com;01.11.20;Coltivazione di semi oleosi;;;;;Agricoltura/silvicoltura;;PIATTI;STEFANO;;;22-05-2018;21-05-2019;2836/b4c
AZ. AGRICOLA VALANDRO;AZIENDA;00827630963;VIA DON COLLI;TRIUGGIO;20844;MB;ITALIA;3394471292;harlembi11@gmail.com;;;;;;;Agricoltura/silvicoltura;;VALANDRO;ARMANDO DIEGO;;3394471292;;;
AZ. AGRICOLA VERTEMARA;AZIENDA;00658470968;VIA SAN CARLO 13;USMATE VELATE;20865;MB;ITALIA;3924340730;verte.andrea@hotmail.it;;;;;;;Agricoltura/silvicoltura;;VERTEMARA;ANGELO;;;;;
AZ. AGRICOLA VILLA LICIA;AZIENDA;06058160968;VIA RISORGIMENTO;BERNAREGGIO;20881;MB;ITALIA;338 8708435; info@agricolavillalicia.com;;;;www.agricolavillalicia.com;;;Agricoltura/silvicoltura;;;;;;;;
AZ. AGRICOLA VITIVINICOLA "LA COSTA" DI CRIPPA CLAUDIA;AZIENDA;0226429013;VIA CURONE 15;LA VALLETTA BRIANZA;23888;LC;ITALIA;0395312218;info@la-costa.it;01.21;Coltivazione di uva;;;;;Agricoltura/silvicoltura;;CRIPPA;CLAUDIA;info@la-costa.it;0395312218;22-03-2021;22-03-2022;1093/U
AZ. AGRICOLA, AGRITURISMO FATTORIA PRATOBUSCANTE DI INVERNIZZI GIUSEPPE PAOLO;AZIENDA;01528600131;VIA FORNACE MERLO, 5;BARZIO;23816;LC;ITALIA;0341 998469;agriturismo.pratobuscante@gmail.com;01.41;Allevamento di bovini da latte;;;;;Allevamento;;INVERNIZZI;GIUSEPPE;;;12-12-2018;12-12-2019;232/b4c
AZIENDA FLOROVIVAISTICA FAVARATO MARCO;AZIENDA;02825910967;VIALE DELLA REPUBBLICA  N°97;MUGGIO';20835;MB;ITALIA;3355448245;;;;;;;;Agricoltura/silvicoltura;;FAVARATO;MARCO;marco.favarato@tiscali.it;3355448245;;;
AZIENDA SANITARIA LOCALE (MONZA E BRIANZA);ENTE PUBBLICO;02734330968;VIALE ELVEZIA,2 - MONZA;MONZA;20900;MB;ITALIA;; info@aslmb.it;;;;;;;Altri servizi pubblici, sociali e personali;;DOTT. MATTEO STOCCO;;;;;;
AZIENDA SOCIO SANITARIA TERRITORIALE MONZA - ASST MONZA;ENTE PUBBLICO;09317130152;VIA PERGOLESI N. 33;MONZA;20900;MB;ITALIA;039-2339054;m.pina@asst-monza.it ;86.10.1;Ospedali e case di cura generici;;;;;Sanità e altri servizi sociali;86.10.10;STOCCO;MATTEO;;;22-02-2018;21-04-2019;958/b4c
AZIENDA SOCIO SANITARIA TERRITORIALE MONZA - ASST MONZA;ENTE PUBBLICO;09317130152;VIA PERGOLESI N. 33;MONZA;20900;MB;ITALIA;039-2339054;m.pina@asst-monza.it ;86.10.1;Ospedali e case di cura generici;;;;;Sanità e altri servizi sociali;86.10.10;STOCCO;MATTEO;;;22-02-2018;21-04-2019;958/b4c
AZIENDA SOCIO SANITARIA TERRITORIALE MONZA - ASST MONZA;ENTE PUBBLICO;09317130152;VIA PERGOLESI N. 33;MONZA;20900;MB;ITALIA;039-2339054;m.pina@asst-monza.it ;86.10.1;Ospedali e case di cura generici;;;;;Sanità e altri servizi sociali;86.10.10;STOCCO;MATTEO;;;22-02-2018;21-04-2019;958/b4c
AZIENDA SOCIO SANITARIA TERRITORIALE MONZA - ASST MONZA;ENTE PUBBLICO;09317130152;VIA PERGOLESI N. 33;MONZA;20900;MB;ITALIA;039-2339054;m.pina@asst-monza.it ;86.10.1;Ospedali e case di cura generici;;;;;Sanità e altri servizi sociali;86.10.10;STOCCO;MATTEO;;;22-02-2018;21-04-2019;958/b4c
AZIENDA SPECIALE DI FORMAZIONE "SCUOLA PAOLO BORSA";ENTE DI ALTA FORMAZIONE;07245680967;P.ZZA TRENTO E TRIESTE;MONZA;20900;MB;ITALIA;0392315148 ;promozione@teatromanzonimonza.it;;;;www.teatromanzonimonza.it;;;;;VERTEMATI;BARBARA;direzione@scuola-borsa.it;3387160692;;;
B;AZIENDA;0002221114554555;;;;;ITALIA;;;;;;;;;Industrie alimentari/bevande/tabacco;;;;;;;;
B & V HOLDING;AZIENDA;07184960966;;USMATE VELATE;20865;MB;ITALIA;;stefano.pensa@brivioevigano.it;68.20.01;;;;;;Trasporti e attività postali;;;;;;;;
B.T. CAR;AZIENDA;;;;;;ITALIA;;;;;;;;;Altre attività imprenditoriali;;;;;;;;
B2B TRAVEL SRL;AZIENDA;11145000961;VIA XX SETTEMBRE 2;MONZA;20900;MB;ITALIA;0399639748;B2BTRAVELSRL@GMAIL.COM;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;B2B TRAVEL;;SRL;;Agenzia Viaggi;;SHUJAT;MUHAMMAD;B2BTRAVEL@GMAIL.COM;3458388658;10-06-2021;10-06-2022;2073/U
BABY BIRBA;AZIENDA;9415290965;VIA DE MARCHI 18;MONZA;20900;MB;ITALIA;3663831881;babybirba.monza@gmail.com;;;;;;;;;COSTANTINO;FEDERICA;;;;;
BADIACCIA.S.A.S;AZIENDA;01149870543;VIA PRATOVECCHIO 1;CASTIGLIONE DEL LAGO;06061;PG;ITALIA;0759659097;info@badiaccia.com;55.30;Aree di campeggio e aree attrezzate per camper e roulotte;;;;;;;PIOMBINI;LOREDANA;;;;;
BANCA FIDEURAM SPA;AZIENDA;;PIAZZA GARIBALDI,8;MONZA;20900;MB;ITALIA;039.2358011;gcasale@fideuram.it;;;;;;;;;CASALE;GIUSEPPE;;;;;
BANJO SWING;AZIENDA;9830120961;VIA BIFFI, 14;CORNATE D'ADDA;20872;MB;ITALIA;396956910;valentina@banjoswing.it;;;;;;;Agenzia Viaggi;;VIOLA;VALENTINA;;;;;
BCC CREDITO COOPERATIVO;AZIENDA;;VIALE ANTONIO GRAMSCI, 202;SESTO SAN GIOVANNI;20900;MB;;;;;;;;;;;;;;;;;;
BCC DI CARATE BRIANZA;AZIENDA;00708550967 ;VIA CARSO,67 ARCORE;MONZA;20900;MB;ITALIA;039-6188428;;;;;;;;Intermediazione monetaria;;;;;;;;
BEAR SPA;AZIENDA;12564910151;VIA PLANA,33;MILANO;20100;MI;ITALIA;02324141;hotel.berlino@yahoo.it;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;COVRI;SILLA;;;;;
BELLINI DOTT. FIORENZO;LIBERO PROFESSIONISTA;01305250621;VIA GIOVANNI CORTI N. 3;BESANA IN BRIANZA;20842;MB;ITALIA;0362 924826;f.bellini@studiobellini-nardella.it;69.20.11;Servizi forniti da dottori commercialisti;;;;;;;BELLINI;FIORENZO;;;17-04-2018;16-04-2019;2133/b4c
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BERGAMOSCIENZA;ASSOCIAZIONE;95150570166;VIALE PAPA GIOVANNI XXIII, 57;BERGAMO;24100;BG;ITALIA;035215992;INFO@BERGAMOSCIENZA.IT;94.99.20;Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby;;;;;Promozione e sviluppo tecnico-scientifico;;SALVI;MARIO;info@bergamoscienza.it;;;;
BEST VISION ITALIA S.R.L.;AZIENDA;04097400966;VIA CAMPERIO 8;MILANO;20100;MI;ITALIA;;m.magni@bestvision.it;;;;;;;Informatica e telecomunicazioni;;MAGNI;MAURIZIO;;;;;
BIAGINI F.LLI SRL;AZIENDA;02697810352;VIA ARTIGIANALE CROCE 18/A;CASTELNOVO NE' MONTI;42035;RE;ITALIA;;;;;;;;;;;BIAGINI;LUIGI;carrozzeria.biagini@gmail.com;;;;
BIBLIOTECA CIVICA "NANNI VALENTINI" DI  ARCORE;ENTE PUBBLICO;CLMRLB58B56A376W;VIA GORIZIA, 20;Arcore (MB); 20862 ;;ITALIA;039-6017333;alessandra.bini@comune.arcore.mb.it;;;;;;;;;COLOMBO;ROSALBA PIERA;alessandra.bini@comune.arcore.mb.it;;;;
BIBLIOTECA DI BRUGHERIO;ENTE PUBBLICO;0745520965;PIAZZA CESARE BATTISTI, 1;BRUGHERIO;20861;MB;ITALIA;;A.sangalli@comune.brugherio.mb.it;;;;;;;Altri servizi pubblici, sociali e personali;;LAUBER;CLAUDIO ROBERTO;;;;;
BIFFI COMPUTER DI BIFFI MARCO;AZIENDA;04497730962;VIA PATERINI, 11;CONCOREZZO;20863;MB;ITALIA;0392913578;amministrazione@bifficomputer.it;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca;;;;;Informatica e telecomunicazioni;RIPARAZIONE E ASSEMBLAGGIO COMPUTER USCITE PER ASSISTENZE PRESSO PRIVATI E AZIENDE;BIFFI;MARCO;;;06-06-2018;05-06-2019;3232/b4c
BIRRIFICIO RURALE SRL;AZIENDA;02283630180;VIA DEL COMMERCIO 2;DESIO;20832;MB;ITALIA;3454616684;amministrazione@birrificiorurale.it;110500;;;;;;Industrie alimentari/bevande/tabacco;;GUARINO;LORENZO;;3402265986;05-12-2018;05-12-2019;6815/b4c
BLACK SUN VIAGGI;AZIENDA;2925770964;VIA SAN FRUTTUOSO 13;MONZA;20900;MB;ITALIA;392141439;info@blacksunviaggi.it;;;;;;;;;TURATELLO;EROS;info@blacksunviaggi.it;;;;
BLU VACANZE SPA;AZIENDA;3993950967;VIA MONTE ROSA, 93;MILANO;20149;MI;ITALIA;;;55.1;ALBERGHI E STRUTTURE SIMILI;;;;;Agenzia Viaggi;;PELLEGRINO;DOMENICO;;;10-01-2018;09-01-2019;1146/b4c
BLU VACANZE SPA;AZIENDA;3993950967;VIA MONTE ROSA, 93;MILANO;20149;MI;ITALIA;;;55.1;ALBERGHI E STRUTTURE SIMILI;;;;;Agenzia Viaggi;;PELLEGRINO;DOMENICO;;;10-01-2018;09-01-2019;1146/b4c
BLUE BUXENTUM TRAVEL;AZIENDA;05306230656;VIA NAZIONALE, SNC;policastro bussentino;84070;SA;ITALIA;09741848548;INFO@BLUEBUXENTUMTRAVEL.IT;;;;;;;;;DE ROSA;MARIA;;331 8847432;;;
BLUWATER SPA;AZIENDA;06311200965;CORSO SEMPIONE, 32A;MILANO;20154;MI;ITALIA;;ufficiopersonale@bluwaterspa.it;93.21.00;Parchi di divertimento e parchi tematici;;;;;Tour Operator;;BOSISIO;DOMENICO;;;10-01-2019;09-01-2020;159/B4C
BONALUMI SRL UNIPERS.;AZIENDA;07847150963;VIA INCREA N 80;BRUGHERIO;20861;MB;ITALIA;039879685;info@bonalumisrl.it;46.73.2;Commercio all'ingrosso di materiali da costruzione (inclusi gli apparecchi igienico-sanitari);;;;;;;GUAZZI;MARCO;;;01-04-2019;01-04-2020;2506/B4C
BORGO ANTICO SRL;AZIENDA;03230850137;VIA BORGOVICO;COMO;22100;CO;ITALIA;031 3380150  -3484046994;info@borgoanticohotelcomo.it;55.1;ALBERGHI E STRUTTURE SIMILI;;;;;Alberghi e ristoranti;;TERRENI;MICHELE;Ing.terreni@tiscali.it;;08-01-2019;07-01-2020;83/B.4.C
BOSCHIERO GIOVANNA;AZIENDA;BSCGNN59P48Z613C;VIA ITALIA 13;BERNAREGGIO;20881;MB;;0396800113;giovanna.boschiero@gmail.com;;;;;;;;;;;;;;;
BOUTY S.P.A.;AZIENDA;00844760157;VIA VANVITELLI 4;MILANO;20129;MI;ITALIA;02 262891;bouty@bouty.it;21.20.09;Fabbricazione di medicinali ed altri preparati farmaceutici;;;;;;;COMUZIO;SERGIO;;02 26289504;;;
BRACCO IMAGING S.P.A.;AZIENDA;07785990156;VIA E.FOLLI 50;MILANO;20100;MI;ITALIA;;andrea.provini@bracco.com;21.10.00;Fabbricazione di prodotti farmaceutici di base;;;;;Farmaceutico;;MARAGNA;FRANCESCA;andrea.provini@bracco.com;0221771;;;
BRAMBILLA PIER GIUSEPPE;LIBERO PROFESSIONISTA;02605500962;VIA DON MARIO CICERI, 29;SULBIATE;20884;MB;ITALIA;335 6246548;info@ediliziabrambilla.it;41.20.00;Costruzione di edifici residenziali e non residenziali;;;;;Costruzioni;;BRAMBILLA;PIER GIUSEPPE;;;08-01-2019;07-12-2020;90/B.4.C.
BREVINI FLUID POWER DISTRIBUTION;AZIENDA;06112100968; VIA MOSCOVA, 6;REGGIO EMILIA;;RE;ITALIA;;;;;;;;;Produzione macchine/apparecchi meccanici;;ACELTI CLORINDA;;;;;;
BRI-GE BRIANZA GESTIONI SRL;AZIENDA;05006880966;VIA MONTEBIANCO 4;MONZA;20900;MB;ITALIA;03960441;pasquale.paglietta@eurohotelresidence.it;;;;;;;Alberghi e ristoranti;;MARIANI;FRANCESCO;;;09-06-2021;09-06-2022;2053/U
BRIANZA ACQUE SRL;AZIENDA;3988240960;VIA E. FERMI, 105;MONZA;20900;MB;ITALIA;039/262301;claudia.passoni@brianzacque.it;36.00.00;Raccolta, trattamento e fornitura di acqua;;;;;Energia elettrica/gas/acqua;;BOERCI;ENRICO;;;21-03-2019;21-03-2020;2028/B4C
BRIANZA ACQUE SRL;AZIENDA;3988240960;VIA E. FERMI, 105;MONZA;20900;MB;ITALIA;039/262301;claudia.passoni@brianzacque.it;36.00.00;Raccolta, trattamento e fornitura di acqua;;;;;Energia elettrica/gas/acqua;;BOERCI;ENRICO;;;21-03-2019;21-03-2020;2028/B4C
BRIANZA ACQUE SRL;AZIENDA;3988240960;VIA E. FERMI, 105;MONZA;20900;MB;ITALIA;039/262301;claudia.passoni@brianzacque.it;36.00.00;Raccolta, trattamento e fornitura di acqua;;;;;Energia elettrica/gas/acqua;;BOERCI;ENRICO;;;21-03-2019;21-03-2020;2028/B4C
BRIANZA ACQUE SRL;AZIENDA;3988240960;VIA E. FERMI, 105;MONZA;20900;MB;ITALIA;039/262301;claudia.passoni@brianzacque.it;36.00.00;Raccolta, trattamento e fornitura di acqua;;;;;Energia elettrica/gas/acqua;;BOERCI;ENRICO;;;21-03-2019;21-03-2020;2028/B4C
BRIANZA CASE DI BONAVITA MARCO;AZIENDA;06168970967;PIAZZA MARTIRI DELLA LIBERTA' 22;VILLASANTA;20852;MB;ITALIA;0395972430;;68.31;Attività di mediazione immobiliare;;;;;;;BONAVITA;MARCO;;;;;
BRIANZA SOLIDALE;ASSOCIAZIONE;94570490154;VIA CORREGGIO 59;Monza;20900;MB-Monza E Brianza;ITALIA;039 20 25 334 338-2262956;brianzasolidale@libero.it;85.4;ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA;;http://www.brianzasolidale.eu/;;;Volontariato;;BERETTA;MAURIZIO;;;16-12-2019;30-11-2020;6701/E
BRIC DI TROVATO ANNA SARA;AZIENDA;11144670962;LOCALITÀ CADELSASSO;CIVO;23010;SO;ITALIA;3456584811;annasaratrovato@hotmail.it;01.25;Coltivazione di altri alberi da frutta, frutti di bosco e in guscio;;;;;;;TROVATO;ANNA SARA;;;19-10-2021;19-10-2022;3711/U del 20/10/21
BRIGUGLIO ROBERTA;LIBERO PROFESSIONISTA;02388590966;VIA LANZI 2/A;CORNATE D'ADDA;20872;MB;ITALIA;0396820193;studiobriguglio@studiobriguglio.it;69.20.11;Servizi forniti da dottori commercialisti;;;;;Contabilità;;BRIGUGLIO;ROBERTA;;;;;
BRIVIO E VIGANÒ LOGISTIC SRL;AZIENDA;04867640965;VIA BORGO PALAZZO 31;BERGAMO;24100;BG;ITALIA; 039 9061;info@brivioevigano.it;;;;;;;;;BRIVIO;MAURO;;;;;
BRUEL S.R.L;AZIENDA;02541810962;VIA SANTA MARGHERITA,121;BRUGHERIO;20861;MB;ITALIA;039.2873043;info@bruelmotion.com;;;;;;;Servizi avanzati alle imprese;;;;;;;;
BUENOS AIRES SRL;AZIENDA;5454545454;CORSO BUENOS AIRES 33;MILANO;20100;MI;ITALIA;02 29521344;puccini@ih-hotels.com ;;;;;;;;;CACCAVALLO;MASSIMO;puccini@ih-hotels.com ;;;;
BURATI MAURIZIO;AZIENDA;02347400968;VIA S. CATERINA 35;BRUGHERIO;20861;MB;ITALIA;039/2873832;info@ristorantesportingbrugherio.it;56.10.11;Ristorazione con somministrazione;;;DITTA INDIVIDUALE;;Alberghi e ristoranti;;BURATI;MAURIZIO;;3356616004;02-05-2019;02-05-2020;3041/b4c
C.E.R. MONZA ONLUS;AZIENDA;94506980153;VIA SAN GOTTARDO,85;MONZA;20900;MB;ITALIA;335 - 5380367;gpiermattei@teletu.it;88.99;Altre attività di assistenza sociale non residenziale nca;;www.cermonza.it;ONLUS;;Servizi alla persona e alla comunità;;PIERMATTEI;GIANCLAUDIO;gpiermattei@teletu.it;3355380367;15-01-2019;14-01-2020;314/B4C
C.S.A TENNIS AGRATE AD;AZIENDA;02256730968;VIA DANTE, 110;AGRATE BRIANZA;20864;MB;ITALIA;;csatennisagrate@libero.it;93.1;ATTIVITÀ SPORTIVE;;;;;;;SORMANI;GIANLUIGI;;;08-03-2019;08-03-2020;1565/b4c
CALEVO SRL;AZIENDA;01472620119;PIAZZA CARLO CANEVA 5;MILANO;20100;MI;ITALIA;0187988010;info@calevo.it;467329;;;;;;;;CALEVO;ANDREA;;;28-06-2021;27-06-2022;2316/U
CAMPING FLORENZ SNC;AZIENDA;01171240383;VIA ALPI CENTRALI 199;COMACCHIO;44022;FE;ITALIA;0533 380193;info@holidayvillageflorenz.com;56.10.11;Ristorazione con somministrazione;;;;;Alberghi e ristoranti;;VITALI;GIANFRANCO;;;12-05-2018;11-05-2019;2537/b4c
