Ragione sociale;Partita iva o CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Forma giuridica;Legale Cognome;Legale Nome;Referente;Referente Email;Data convenzione;Scadenza convenzione
GOLF BRIANZA COUNTRY CLUB;02619110964;LOCALITÀ CASCINA CAZZÙ, 4,;USMATE VELATE;20040;MI;ITALIA;039 - 6829089;f.alajmo@brianzagolf.it;;;;COLOMBO;FELICE;;;;
GRAND HOTEL IMPERIALE SPA;02117340139;VIA DURINI SNC;MOLTRASIO;22010;CO;ITALIA;031 346111;info@imperialemoltrasio.it;55.10.00;Alberghi;;CRITELLI;MAURIZIO;;;27-09-2018;20-09-2019
GRAND HOTEL MICHELACCI;01136310412;VIA PANORAMICA 1;GABICCE MARE;61011;PU;ITALIA;;info@michelacci.com;;;;VANNONI MICHELACCI;FEDERICA;;;;
GRAND HOTEL VILLA TORRETTA;07347790961;VIA MILANESE 3,;SESTO SAN GIOVANNI;20099;MI;ITALIA;02241121;info@villatorretta.it;;;;DELLA FRERA;GUIDO;;;;
GRAND HOTEL VILLA TORRETTA;07347790961;VIA MILANESE 3,;SESTO SAN GIOVANNI;20099;MI;ITALIA;02241121;info@villatorretta.it;;;;DELLA FRERA;GUIDO;;;;
GRAND HOTEL VILLA TORRETTA;07347790961;VIA MILANESE 3,;SESTO SAN GIOVANNI;20099;MI;ITALIA;02241121;info@villatorretta.it;;;;DELLA FRERA;GUIDO;;;;
GRUPPO SPORTIVO DILETTANTISTICO CONCOREZZESE;00989190962;VIA PIO X;CONCOREZZO;20863;MB;ITALIA;;;;;;SIRONI;BRUNO;;;13-06-2017;13-06-2018
GRUPPO UNA SPA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;m.lombardi2@gruppouna.it;55.10.00;Alberghi;;LAFEMINA;MARCO;;;;
HAKUNA MATATA;7634630961;VIA G. GALILEI 22/24;BIASSONO;20853;MB;ITALIA;039/2324162;alesmero@tin.it;;;;MERONI;ALESSANDRA;;;11-01-2019;10-01-2020
HFB SRL - LA BERGAMINA;09201790962;VIA BERGAMINA 64;ARCORE;20862;MB;ITALIA;0396013610;hotelbergamina@gmail.com;55.1;ALBERGHI E STRUTTURE SIMILI;;MAIFRINI;MATTEO MARIA;;;01-10-2021;30-09-2022
HFB SRL - LA BERGAMINA;09201790962;VIA BERGAMINA 64;ARCORE;20862;MB;ITALIA;0396013610;hotelbergamina@gmail.com;55.1;ALBERGHI E STRUTTURE SIMILI;;MAIFRINI;MATTEO MARIA;;;01-10-2021;30-09-2022
HIBU SOCIETA' AGRICOLA SRL;09041140964;VIALE TOMMASO EDISON N. 110;SESTO SAN GIOVANNI;20099;MI;ITALIA;349.73.78.520;amministrazione@birrificiohibu.it;;;;DATUNI;DAVIDE;;;21-05-2018;20-05-2019
HOLIDAY COMPANY SAS - I SUITE;02086980402;VIALE AMERIGO VESPUCCI 3;RIMINI;47900;RN;ITALIA;054154599;omsuite@ambienthotels.it;55.10;Alberghi e strutture simili;;ERMETTI;MARCO;MICHELINI ANDREA;;28-11-2017;27-11-2018
HOTEL AMBASCIATA;00100000000000;VIA ANTONIO DA NOLI, 22;CESENATICO;47042;FC;ITALIA; 0547/82824;info@hotelambasciata.com;;;;CAIAZZO;ROSSELLA;;;;
HOTEL AQUALUX SAN SEVERO SRL;02486960236;EUROPA UNITA, 24/B;BARDOLINO;37011;VR;ITALIA;045-6229999;restaurant@aqualuxhotel.com;55.10.00;Alberghi;;VIOLA;BRUNO;;;14-12-2018;14-12-2019
HOTEL ARCIMBOLDI;00091790968;VIALE SARCA 336;MILANO;20100;MI;ITALIA;0284266800;manager@hotelarcimboldi.it;55.10.00;Alberghi;;DAL ZILIO;ALBERTO;;;29-09-2018;28-09-2019
HOTEL BRIANTEO;848970968;VIA M.L.KING 3;MONZA;20900;MB;ITALIA;396080436; hotel@brianteo.it;;;;DOSSI;RAFFAELLA MARGHERITA;;;24-09-2018;
HOTEL BRIANTEO;848970968;VIA M.L.KING 3;MONZA;20900;MB;ITALIA;396080436; hotel@brianteo.it;;;;DOSSI;RAFFAELLA MARGHERITA;;;24-09-2018;
HOTEL DE LA VILLE;710560962;VIALE REGINA MARGHERITA, 15;MONZA;46040;MN;ITALIA;039 39421;info@hoteldelaville.com;55.10;Alberghi e strutture simili;;NARDI;LUIGI;;;10-01-2019;09-01-2020
HOTEL E CAMPING OASI DI CUPRA;02383100449;VIA R. TAFFETANI 73/A;CUPRA MARITTIMA;63064;AP;ITALIA;0735778078;info@oasidicupra.it;55.1/55.3/93.2B.2;;;LANCIOTTI;TIZIANA;LANCIOTTI TIZIANA;info@oasidicupra.it;07-06-2021;07-06-2022
HOTEL E RISTORANTE AL FIORE;0200002222222;LUNGO LAGO GARIBALDI 9;PESCHIERA DEL GARDA;37019;VR;ITALIA;0457550113;amministrazione@hotelalfiore.it;;;AZIENDA PRIVATA;SPERI;CLAUDIA;;;;
HOTEL ELIZABETH DI NORGE S.R.L.;04124840408;VIALE ROVERETO 11;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541344119;info@hotelelizabeth.com;;;;SUCCI;SILVIA;;;04-06-2022;04-06-2023
HOTEL ERMITAGE DI ELISA SAVINI;03933270401;VIA ALA 11;Bellaria Igea Marina;47814;RN;ITALIA;0541349422 0541347633;;55.10;Alberghi e strutture simili;;SAVINI;ELISA;;;24-04-2018;23-04-2019
HOTEL ERMITAGE DI ELISA SAVINI;03933270401;VIA ALA 11;Bellaria Igea Marina;47814;RN;ITALIA;0541349422 0541347633;;55.10;Alberghi e strutture simili;;SAVINI;ELISA;;;24-04-2018;23-04-2019
HOTEL LA CONCHIGLIA;02156020402;VIA DALMAZIA 12;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541347464;info@laconchigliahotel.it;;;;;;;;;
HOTEL LOCANDA DELLE  DUNE DI BELLARIA;01891560409;VIA A. PANZINI, 223,;BELLARIA-IGEA MARINA;47814;RN;ITALIA;;;;;;;;;;;
HOTEL MILAN SUITE  SRL A SOCIO UNICO;06621940961;VIA VARESINA, 124;MILANO;20100;MI;ITALIA;0233431618;silvia.ceronetti@milansuitehotel.com;55.10.0;Alberghi;S.R.L.;;;;;;
HOTEL MILANO RE;7460350965;VIA MILANESE, 308/310;CINISELLO BALSAMO;20092;MI;ITALIA;; info@milanorehotel.it;;;;IANNUZZI;CARLO;;;;
HOTEL PALACE - MARE SRL;0123232323;VIA GAGGINO 37;VARAZZE;17019;SV;ITALIA;1997706;info@hotelpalacevarazze.it;;;;SILVA;GIOVANNI;;;;
HOTEL PIAN DI NEVE (SOC. NY COAST 2002 SRL);00804780986;VIA E. MOROSINI 36;MILANO;20135;MI;ITALIA;3356880986 0364903003;piandineve@saintjane.it;;;;;;;;;
HOTEL ROYAL FALCONE;9733490156;CORSO MILANO,5;MONZA;20900;MB;ITALIA;0392300187;info@royalfalcone.com;55.10.0;Alberghi;;GUERCILENA;GIANLUCA;;;14-05-2022;14-05-2023
HOTEL SANT'EUSTORGIO LA ALBERGHIERA ARCORESE;0098370969;;ARCORE;20862;MB;ITALIA;039 6013718;info@santeustorgio.com;;;;;;;;;
HOTEL SIMA  MANAGEMENT SRL- AGAPE HOTEL;7638170964;VIA PRIVATA FLUMENDOSA,35;MILANO;20100;MI;ITALIA;02.27200702;direzione@agapehotel.com;;;;PALMISANO;MARIO;;;;
HOTEL SYMPATHY SRL;00904090446;LUNGOMARE EUROPA 26;MARTINSICURO;64014;TE;ITALIA;335 5436136;pierfrancescociaralli@gmail.com;;;;CIARALLI;PIER FRANCESCO;;;;
HOTEL VENICE DI ANDREA MARUZZELLI C. SAS GESTIONE HOTEL B&B MONZA;6931000969;VIA LARIO, 19;MONZA;20900;MB;ITALIA;0362325825;mi.monza@hotelbb.com;82.99.99;;VENICE.GEST@GMAIL.COM;MARUZZELLI;ANDREA;;;04-06-2021;04-06-2022
HOTEL VENICE SAS GESTIONE HOTEL B&B MONZA - ERRATA;01010101111;VIA LARIO,19;MONZA;20900;MB;ITALIA;039325825;mi.monza@hotelbb.com;;;;MARUZZELLI;ANDREA;;;20-05-2016;30-09-2016
HOTELS & RESORTS EMAAR  SRL MILANO;00000001000000;;;;;ITALIA;;;;;;;;;;;
HOTELS NEW CERVIA  SRL;2508990393;VIALE ROMA 100;CERVIA;48015;RA;ITALIA;544971058;leo@cerviahotels.com;;;;LUCCHI;LEO;;;;
HOTELS RAMA  SRL;3578640967;V.VITTORIO EMANUELE II, 46;CORSICO;20094;MI;ITALIA;229403907;sales@hotelmercuremilanocentro.it;;;;RAMAZZINA;SILVIA;;;;
HUMANITAS UNIVERSITY;97692990159;VIA RITA LEVI MONTALCINI, 4;PIEVE EMANUELE;20090;MI;ITALIA;;alternanzascuolalavoro@humanitas.it;85.4;ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA;;FERRARI;GIORGIO;;;08-06-2021;08-06-2022
HYDRO EXTRUSION ITALY SRL;05634160963;VIA A. CIUCANI 8;ORNAGO;20876;MB;ITALIA;0396658316; barbara.dellolio@hydro.com;24.42.00;Produzione di alluminio e semilavorati;;BERTOLA;LUCA ANDREA;BAIAMONTE ANDREA;andrea.baiamonte@hydro.com;11-06-2021;11-06-2022
IBM ITALIA S.P.A;01442240030;CIRCONVALLAZIONE IDROSCALO;SEGRATE;20090;MI;ITALIA;;l.massobrio@it.ibm.com;62.01;Produzione di software non connesso all'edizione;;ANANIA;SALVATORE;;;05-02-2018;04-02-2019
ICE LAB SSDSRL;04063270161;VIA RAVIZZA 23;BERGAMO;24126;BG;ITALIA;035276047;segreteriabergamo@ice-lab.it;93.12;Attività di club sportivi;;MANZONI;FEDERICA;BIANCONI FRANCA;segreteriabergamo@ice-lab.it;19-06-2021;18-06-2022
ICROM S.R.L;00828970152;VIA DELLE ARTI 33;CONCOREZZO;20863;MB;ITALIA;039 6040836;personale@icrom.com;21.1;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE;;MOROSINI;PIERFRANCESCO;;;25-03-2022;25-03-2023
IFOM SOC. COOP.;03489951206;VIA EMILIA PONENTE 129;BOLOGNA;40133;BO;ITALIA;328 4597057;office@ifom.info;;;;TARANTINO;FRANCESCO;FERRARA EMANUELE;e.ferrara@ifom.info;;
IIS MOSÈ BIANCHI;85006410154;VIA MINERVA 1;MONZA;20900;MB;ITALIA;039235941; mbis06800p@istruzione.it ;85.3;ISTRUZIONE SECONDARIA;;GARLATI;GUIDO;R.N. GIAMBERDUCA;;15-01-2021;15-01-2022
IKEBANA GREEN GARDEN;02529950137;CORSO EUROPA;MISSAGLIA;23873;LC;ITALIA;399201168   039870540;;;;;FARINA;DARIO;;;;
IKEBANA GREEN GARDEN;02529950137;CORSO EUROPA;MISSAGLIA;23873;LC;ITALIA;399201168   039870540;;;;;FARINA;DARIO;;;;
IL BOSCHETTO SOCIETA' AGRICOLA SRL;05222840968;VIA GIULIO BANFI, 4;ORNAGO;20876;MB;ITALIA;0396919015;reception@agriturismoilboschetto.net;01.43.00;Allevamento di cavalli e altri equini;;FOTI;ADRIANA;;;26-05-2018;25-05-2019
IL LABORATORIO DELL'IMMAGINARIO;02237350968;VIA F. TURATI,8 - MONZA;MONZA;20900;MB;ITALIA;039-2027002;amministrazione@binario7.org;;;;;;;;;
IL QUADRIFOGLIO SNC;06208580966;VIALE DELLA REPUBBLICA 97;MUGGIO';20835;MB;ITALIA;3939768230;ilquadrifogliosnc94@tiscali.it;81.3;CURA E MANUTENZIONE DEL PAESAGGIO;;FAVARATO;DAVIDE;;;25-02-2019;24-02-2020
IL VINATTIERE DI FRANCESCO MARIA LO GRASSO;08282300964;VIA A. VOLTA, 5;VILLASANTA;20852;MB;ITALIA;039 2054293;ilvinattiere.flg@gmail.com;47.29.90;Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca;;LO GRASSO;FRANCESCO MARIA;;;22-05-2018;21-05-2019
IMMAGINE FIERA DI GRAZI U. & C SAS;00966240962;VIA CANTINI 2;AGRATE BRIANZA;20864;MB;ITALIA;0396058397;ugograzi@immaginefiera.it;77.39.9;Noleggio di altre macchine e attrezzature;;GRAZI;UGO;;;14-06-2018;13-06-2019
IMMEDIANDO SRL;03048490969;VIA MONZA 31;CONCOREZZO;20863;MB;ITALIA;039895121;tina.manzi@immediando.com;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca;;ROVETTA;DIEGO;;;10-07-2018;10-07-2019
IMMOBILIARE 90 S.A.S.;2026430963;VIA CARLO ALBERTO 46 MONZA;MONZA;20900;MB;ITALIA;0392301495;;AGENZIA IMMOBILIARE;;AGENZIA IMMOBILIARE;OLDONI;GIANANDREA;;;;
IMPRESA CESAB SRL;08583760155;CORSO PAVIA 73;VIGEVANO;27029;PV;ITALIA;0293290050;cesabsrl@virgilio.it;;;;BIANCHI;FELICE;;;03-06-2021;03-06-2022
IMPRESA COSTRUZIONI ONGARO;0101010101;VIA UGO FOSCOLO 71;MONZA;20900;MB;ITALIA; 0392020256 ;ongaro@impresaongaro.it;;;;;;;;;
IN SPORT SRL SSD;02050250964;VIA BICE CREMAGNANI, 1;VIMERCATE;20871;MB;ITALIA;0396080234;info@insportsrl.it;;;;MELE;PAOLO;;;07-06-2018;06-06-2019
INFRONT ITALY;12515360159;VIA DERUTA,20 - MILANO;MILANO;20100;MI;ITALIA;02-771121;daniela.menegazzo@;;;;;;;;;
ING. MARCO ESPOSITO;07634220961;VIA E. TOTI 10;CARATE BRIANZA;20841;MB;ITALIA;3478496046;marco_esposito@live.it;71.12.10;Attività degli studi di ingegneria;;ESPOSITO;MARCO;;;21-02-2020;20-02-2021
ING. PAOLO ANGIOLINI - MUDILAB;08488550966;VIA S. GOTTARDO 91;MONZA;20900;MB;ITALIA;0399639512;posta@mudilab.com;;;;ANGIOLINI;PAOLO;;;;
INGEGNERE MARIO STEVANIN;12327240151;VIA PITAGORA 2;LISSONE;20851;MB;ITALIA;;stevanin.mario@gmail.com;71.12;Attività degli studi d'ingegneria ed altri studi tecnici;;STEVANIN;MARIO;;;29-11-2017;28-11-2018
INTERNATIONAL ACADEMIC EXCHANGES SRL;8511250964;MILANO;VIA CORNAGGIA, 9;;;ITALIA;3398049071;valentina@becasse.it;;;;MICHEL MOISE;BELLITY;;;;
INTERNATIONAL MANAGEMENT CONSULTING GROUP SRL O IMC-GROUP SRL;09812750967;VIALE FULVIO TESTI 11;CINISELLO BALSAMO;20092;MI;ITALIA;02 49539 510;INFO@IMC-GROUP.EU;70.22.09;;;CAROLLA;VINCENZO;;;21-06-2021;21-06-2022
INTERNATIONAL MANAGEMENT CONSULTING GROUP SRL O IMC-GROUP SRL;09812750967;VIALE FULVIO TESTI 11;CINISELLO BALSAMO;20092;MI;ITALIA;02 49539 510;INFO@IMC-GROUP.EU;70.22.09;;;CAROLLA;VINCENZO;;;21-06-2021;21-06-2022
IPPOCAMPO COOP SOC ONLUS;09449660969;VIA STOPPANI,2;VIMERCATE;20871;MB;ITALIA;039 667090 - 348 562 6268;gabriola@dsapp.it;88.99;Altre attività di assistenza sociale non residenziale nca;;CHETTA;MARIA;;;13-12-2018;13-12-2019
ISOLA DI LAB DI DAVIDE FALLARINI;IT10151760963;VIA CASCINA AUTUNNO;CONCOREZZO;20863;MB;ITALIA;334 397 2022;davidefalla93@gmail.com;96.09.04;Servizi di cura degli animali da compagnia (esclusi i servizi veterinari);;FALLARINI;DAVIDE;;;19-10-2021;19-11-2022
ISS LUIGI CASTIGLIONI;91001750156;VIA GARIBALDI, 115;LIMBIATE;20812;MB;ITALIA;029965595;miis073009@istruzione.it;;;;CRIPPA;ROBERTO;;;10-12-2018;10-12-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTI CLINICI ZUCCHI SPA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;CERIOLI;RENATO;;;24-04-2018;23-04-2019
ISTITUTO CLINICO CITTÀ STUDI SPA;9444340153;VIA NICCOLÒ JOMMELLI, 17,;MILANO;20100;MI;ITALIA;;;;;;LANZETTA;ANTONIO;;;;
ISTITUTO COMPRENSIVO - VIA CORREGGIO;94627670154;VIA CORREGGIO 27;MONZA;20900;MB;ITALIA;039 830117;icviacorreggiomonza@gmail.com;;;;CAVENAGHI;ANNA;;;;
ISTITUTO COMPRENSIVO - VIA CORREGGIO;94627670154;VIA CORREGGIO 27;MONZA;20900;MB;ITALIA;039 830117;icviacorreggiomonza@gmail.com;;;;CAVENAGHI;ANNA;;;;
ISTITUTO COMPRENSIVO BONTEMPI AGRATE BRIANZA;87005370157;VIA CESARE BATTISTI, 44;AGRATE BRIANZA;20864;MB;ITALIA;039650220;miic8ey003@istruzione.it;852000;;;PULVIRENTI;ANTONINO;;;26-09-2018;25-09-2019
ISTITUTO COMPRENSIVO FILIPPO DE PISIS;9458131015;VIA VITTORIO VENETO 54;BRUGHERIO;20861;MB;ITALIA;039/2873352;miic8am00n@istruzione.it;;;;ANGIOLETTI;ROSARIA;;;;
ISTITUTO COMPRENSIVO G. MARCONI;94040140157;VIA LAZZARETTO 48;CONCOREZZO;20863;MB;ITALIA;03962800707;miic8dm00d@istruzione.it;;;;SCHEPIS;MARILENA;;;23-04-2018;22-04-2019
ISTITUTO COMPRENSIVO G. MARCONI;94040140157;VIA LAZZARETTO 48;CONCOREZZO;20863;MB;ITALIA;03962800707;miic8dm00d@istruzione.it;;;;SCHEPIS;MARILENA;;;23-04-2018;22-04-2019
ISTITUTO COMPRENSIVO LESMO;94030860152;VIA DONNA ROSA 13;;;MB;ITALIA;0396064637;luigiantonicolardi@gmail.com;;;;BETTIN;STEFANIA;GARIBOLDI DONATELLA;;;
ISTITUTO ITALIANO DEI PLASTICI S.R.L.;13196620150;VIA VELLEIA, 2;MONZA;20900;MB;ITALIA;039 2045721;marta.zanoli@iip.it;71.20.21;Controllo di qualità e certificazione di prodotti, processi e sistemi;;LA CIACERA;MAURO;;;24-05-2018;23-05-2019
ISTITUTO LEONARDO DA VINCI - CARATE BRIANZA;83007100155;via De Dasperi 1;CARATE BRIANZA;20841;MB;;0362903597;iccarate@iticarate.it;;;;;;;;;
ITALCONSULTA SRL;00862500964;VIA EUGENIO VILLORESI 12A;MONZA;20900;MB;ITALIA;0392301291;risorse_umane@italconsulta.it;62;;;DESIO;ALBERTO;;;13-07-2018;12-07-2019
ITALIAN DIPLOMATIC ACADEMY;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;ASSOCIAZIONE;BIANCO;ROBERTO;;;03-03-2018;02-03-2019
IVANA TRESOLDI RAG. COMMERCIALISTA;03006190965;VIALE LOMBARDIA,218;BRUGHERIO;20861;MB;ITALIA;3472546283;ivana.tresoldi@studiotresoldi.net;;;;TRESOLDI;IVANA;;;13-09-2016;
J + S  S.R.L.;02280620960;VIA DEI MESTIERI 13;CONCOREZZO;20863;MB;ITALIA;039-6886381;giorgio.gregato@jpius.it;;;;ANDREA;IANNONE;;;10-01-2018;10-01-2019
JUNIOR ACHIEVEMENT ITALIA;97339000156;VIA G.ROSSINI 6/8;MILANO;20100;MI;ITALIA;02 50043123;alternanzascuolalavoro@jaitalia.org;;organizzazione non profit internazionale;;PERDICHIZZI;ANTONIO;MARTA PANUNZI;marta.panunzi@jaitalia.org;18-03-2022;17-03-2023
JUNIOR ACHIEVEMENT ITALIA;97339000156;VIA G.ROSSINI 6/8;MILANO;20100;MI;ITALIA;02 50043123;alternanzascuolalavoro@jaitalia.org;;organizzazione non profit internazionale;;PERDICHIZZI;ANTONIO;MARTA PANUNZI;marta.panunzi@jaitalia.org;18-03-2022;17-03-2023
K2 GIORGETTI LOREDANA E ADELEE C SNC;320960404;VIA PINZON 212;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541 330064;info@hotelk2.it;;;;GIORGETI;LOREDANA;;;;
KAPPA VIAGGI DI MARAFIKI TRAVEL SAS;00758294096;VIA MANZONI 30 A;ARCORE;20862;MB;ITALIA;396180462;alessandra@kappaviaggi.it;;;;BRAMBILLA;ALESSANDRA;;;;
KASANOVA S.P.A.;;;;;;ITALIA;;;;;;;;;;;
KEENONGREEN SRL;10518100960;VIA G. TOSI, 4;MONZA;20900;MB;ITALIA;392021100;francesca@keenongreen.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;BIASSONI;FRANCESCA;;;15-01-2019;14-01-2020
L'AJA DELLA MIRUSINA S.R.L.;01680180054;REGIONE SAN GIOVANNI 110/112;CANELLI;14053;AT;ITALIA;01411710103;info@mirusina.it;55.1;ALBERGHI E STRUTTURE SIMILI;;SCAGLIOLA;ORIETTA;;;29-03-2022;29-03-2023
L'ERBORISTERIA DOTT. MARTINI E VITALI SNC;02213510130;PIAZZA PRINETTI,17 MERATE;MERATE;23807;LC;ITALIA;0399902088;info@erboristeriamerate.it;;;;MARTINI;DANIELA;DANIELA MARTINI;;11-07-2018;
L.P.S. SRL LAMIERE PERFORATE SPECIALI;10054460158;VIA BUONARROTI 177;MONZA;20900;MB;ITALIA;3792851311;lmassarelli@lpslamiereforate.it;25.5;FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI METALLURGIA DELLE POLVERI;;MASSARELLI;LUCA;;;09-05-2022;09-05-2023
LA ALBERGHIERA ARCORESE SRL;0983750969;VIA FERRUCCIO GILERA 1;ARCORE;20862;MB;ITALIA;0396013718;info@santeustorgio.com;;;;MAURELLI;RAFFAELLA;;;;
LA BERGAMINA - ERRATA;9201790962;VIA BERGAMINA 64;ARCORE;20862;MB;ITALIA;396013610;hotelbergamina@gmail.com;;;;MAIFRINI;MATTEO MARIA;;;;
LA BIBLIOTECA È UNA BELLA STORIA - AMICI DELLA LETTURA E DELLE BIBLIOTECHE;94630930157;VIA R. GIULIANI 1.;MONZA;20900;MB;ITALIA;039.386984;bibliotecabellastoria@gmail.com;;;;CONTI;SERGIO;;;;
LA LUMACA IN VALLE SOCIETA' SEMPLICE IMPRESA AGRICOLA;09328670964;RIF. VIA DON LUIGI STURZO;CORREZZANA;20856;MB;ITALIA;347 3146798;erreci.arcore@gmail.com;01.49.90;Allevamento di altri animali nca;;CACIOPPO;LAURA;;;;
LA ROSA DEI VENTI SAS - BLU VACANZE;5654560961;VIA FOSCOLO, 7;RONCELLO;20877;MB;ITALIA;039-6890027;agratebrianza@bluvacanze.it;;viaggi;;SGUERSINI;SARAH;;;01-10-2021;30-09-2022
LA ZATTERA VIAGGI SAS;00966380966;VIA TRENTO E TRIESTE 9;ARCORE;20862;MB;ITALIA;039601391;marta@zatteraviaggi.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;CERULLI;MARTA;;;;
LABORIS SRL;;VIA CARLO CATTANEO, 29;VIMECATE(MB);;;ITALIA;03664331375;;;;;SCOTTI;GIUSEPPE;;;;
LANGUAGE TEAM SRL;12270650158;VIA FILZI,41;MILANO;20124;MILANO;ITALIA;02/69016287;info@languageteam.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;CASALINI;ANTONIO;;;18-01-2019;18-01-2020
LCA DI F. NATALI & C. SNC;02351520966;VIA DEGLI ARTIGIANI 16;BRUGHERIO;20861;MB;ITALIA;039883922;elena.natali@lcanatali.com;32.99.20;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;;NATALI;FABRIZIO;;;;
LEGA TUMORI MILANO;80107930150;VIA GIACOMO VENEZIAN 1;MILANO;20100;MI;ITALIA;0249521;carmen.odorifero@legatumori.mi.it;;;;ALLOISIO;MARCO;;;11-01-2021;11-11-2022
LEGA TUMORI MILANO;80107930150;VIA GIACOMO VENEZIAN 1;MILANO;20100;MI;ITALIA;0249521;carmen.odorifero@legatumori.mi.it;;;;ALLOISIO;MARCO;;;11-01-2021;11-11-2022
LEOLANDIA S.P.A.;03402800167;VIA OZANAM, 2;BERGAMO;24126;BG;ITALIA;3460289393;ufficiodelpersonale@leolandia.it;46.73.21;Commercio all'ingrosso di moquette e linoleum;;IRA;GIUSEPPE;;;;
LEONARDO HOTEL HERMITAGE SRL;08523440967;VIA MESSINA, 10;MILANO;20100;MI;ITALIA;02 22175570;ran.dayan@leonardo-hotels.com;55.10.00;Alberghi;SRL;CARMON;RAPHAEL;;;30-11-2017;29-11-2018
LEROY MERLIN ITALIA S.R.L.;05602710963;VIA NUOVA VALASSINA 57;LISSONE;20851;MB;ITALIA;0295545702;;47.52.1;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico;;MIGLIERINA;MASSIMILIANO A.;;;13-06-2017;13-06-2018
LICOR DEI SRL;07932010965;VIA MONZA 107/32 GESSATE;GESSATE;20060;MI;ITALIA;0295383727;birra.licordei@gmail.com;11.05;Produzione di birra;;PASTORE;GIANPIETRO;;;;
LILLA' SAS;03553850961;VIA MONVISO, 15;BRUGHERIO;20861;MB;ITALIA;039 5962257;asilonidoscarabocchio@virgilio.it;;;;CICOGNANI;DANIELA;CICOGNANI DANIELA;asilonidoscarabocchio@virgilio.it;09-06-2021;09-06-2022
LITTLE GARDEN LANFRANCHI SNC;07183020960;STRADA PROVINCIALE MILANO IMBERSAGO 10;CONCOREZZO;20863;MB;ITALIA;030 6040339;info@littlegardenlanfranchi.com;47.89.01;Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti;;LANFRANCHI;IVAN;;;04-06-2021;05-06-2022
LITTLE GARDEN LANFRANCHI SNC;07183020960;STRADA PROVINCIALE MILANO IMBERSAGO 10;CONCOREZZO;20863;MB;ITALIA;030 6040339;info@littlegardenlanfranchi.com;47.89.01;Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti;;LANFRANCHI;IVAN;;;04-06-2021;05-06-2022
LO STUDIAMONDO S.R.L.;02333450969;PIAZZA ROMA, 10;Seregno;;;ITALIA;;info@lostudiamondo.it;79.11.00;Attività delle agenzie di viaggio;;;;;;;
LO STUDIO ELISA CERCHIARA;0833067080961;VIA MONTE BIANCO,18 - MONZA;MONZA;20900;MB;ITALIA;;cerchiararita@gmail.com;;;;DOTT. RITA CERCHIARA;;;;;
